Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tenant with Property,Chrome 92.0.4515.159,,,2021-08-23 15:40:28,2021-08-23 15:42:03,1m - 34.920s,PASSED
,,,,,,,
Test Cases/Sign in,Chrome 92.0.4515.159,,,2021-08-23 15:40:28,2021-08-23 15:40:39,10.319s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-23 15:40:29,2021-08-23 15:40:30,1.870s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-08-23 15:40:30,2021-08-23 15:40:32,1.996s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:32,2021-08-23 15:40:36,3.193s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test123@radford.edu"")",Chrome 92.0.4515.159,,,2021-08-23 15:40:36,2021-08-23 15:40:37,0.961s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-08-23 15:40:37,2021-08-23 15:40:37,0.393s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:37,2021-08-23 15:40:37,0.314s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""), 0)",Chrome 92.0.4515.159,,,2021-08-23 15:40:37,2021-08-23 15:40:39,1.204s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-08-23 15:40:39,2021-08-23 15:40:39,0.110s,PASSED
,,,,,,,
Test Cases/Tenant/View Tenant Portal (Renting),Chrome 92.0.4515.159,,,2021-08-23 15:40:39,2021-08-23 15:40:48,9.271s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-23 15:40:39,2021-08-23 15:40:40,0.912s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-08-23 15:40:40,2021-08-23 15:40:41,1.497s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:41,2021-08-23 15:40:42,1.208s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-23 15:40:42,2021-08-23 15:40:43,0.916s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-08-23 15:40:43,2021-08-23 15:40:44,0.440s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:44,2021-08-23 15:40:44,0.419s,PASSED
"click(findTestObject(""Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:44,2021-08-23 15:40:45,1.250s,PASSED
"click(findTestObject(""Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:45,2021-08-23 15:40:46,0.929s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Pay Rent""), 0)",Chrome 92.0.4515.159,,,2021-08-23 15:40:46,2021-08-23 15:40:47,0.425s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Announcements""), 0)",Chrome 92.0.4515.159,,,2021-08-23 15:40:47,2021-08-23 15:40:47,0.472s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Request Maintenance""), 0)",Chrome 92.0.4515.159,,,2021-08-23 15:40:47,2021-08-23 15:40:48,0.274s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_View Payment History""), 0)",Chrome 92.0.4515.159,,,2021-08-23 15:40:48,2021-08-23 15:40:48,0.271s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-08-23 15:40:48,2021-08-23 15:40:48,0.099s,PASSED
,,,,,,,
Test Cases/Tenant/Pay Rent,Chrome 92.0.4515.159,,,2021-08-23 15:40:48,2021-08-23 15:41:00,12.088s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-23 15:40:48,2021-08-23 15:40:49,0.825s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-08-23 15:40:49,2021-08-23 15:40:50,1.394s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:50,2021-08-23 15:40:52,1.937s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-23 15:40:52,2021-08-23 15:40:53,0.923s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-08-23 15:40:53,2021-08-23 15:40:53,0.323s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:53,2021-08-23 15:40:54,0.295s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:54,2021-08-23 15:40:55,1.312s,PASSED
"click(findTestObject(""Page_Tenant Portal/h4_Pay Rent""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:55,2021-08-23 15:40:58,3.305s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Rent""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:58,2021-08-23 15:40:59,0.657s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Online Fees""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:59,2021-08-23 15:40:59,0.428s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Total""))",Chrome 92.0.4515.159,,,2021-08-23 15:40:59,2021-08-23 15:41:00,0.411s,PASSED
"switchToWindowTitle(""Pay Rent"")",Chrome 92.0.4515.159,,,2021-08-23 15:41:00,2021-08-23 15:41:00,0.024s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-08-23 15:41:00,2021-08-23 15:41:00,0.104s,PASSED
,,,,,,,
Test Cases/Tenant/Tenant View Announcements,Chrome 92.0.4515.159,,,2021-08-23 15:41:00,2021-08-23 15:41:09,8.933s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-23 15:41:00,2021-08-23 15:41:01,0.881s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-08-23 15:41:01,2021-08-23 15:41:03,1.562s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:03,2021-08-23 15:41:03,0.833s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-23 15:41:03,2021-08-23 15:41:04,0.820s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-08-23 15:41:04,2021-08-23 15:41:05,0.321s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:05,2021-08-23 15:41:05,0.290s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:05,2021-08-23 15:41:06,1.417s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:06,2021-08-23 15:41:07,0.960s,PASSED
"click(findTestObject(""Page_Tenant Portal/div_Announcements""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:07,2021-08-23 15:41:08,0.596s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/button_3""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:08,2021-08-23 15:41:09,0.711s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/button_3""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:09,2021-08-23 15:41:09,0.284s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-08-23 15:41:09,2021-08-23 15:41:09,0.106s,PASSED
,,,,,,,
Test Cases/Tenant/Request Maintenance,Chrome 92.0.4515.159,,,2021-08-23 15:41:09,2021-08-23 15:41:20,10.647s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-08-23 15:41:09,2021-08-23 15:41:10,0.846s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-08-23 15:41:10,2021-08-23 15:41:12,1.672s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:12,2021-08-23 15:41:13,0.896s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-23 15:41:13,2021-08-23 15:41:13,0.807s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-08-23 15:41:13,2021-08-23 15:41:14,0.318s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:14,2021-08-23 15:41:14,0.401s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:14,2021-08-23 15:41:15,1.308s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-08-23 15:41:15,2021-08-23 15:41:16,0.868s,PASSED
