Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner,Chrome 89.0.4389.82,,,2021-03-14 00:52:48,2021-03-14 00:57:08,4m - 20.329s,FAILED
,,,,,,,
Test Cases/Owner/Owner Portal,Chrome 89.0.4389.82,,,2021-03-14 00:52:48,2021-03-14 00:53:01,12.618s,PASSED
"openBrowser("""")",Chrome 89.0.4389.82,,,2021-03-14 00:52:49,2021-03-14 00:52:51,2.034s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.82,,,2021-03-14 00:52:51,2021-03-14 00:52:55,4.308s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:52:55,2021-03-14 00:52:57,2.342s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 89.0.4389.82,,,2021-03-14 00:52:57,2021-03-14 00:52:58,1.052s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.82,,,2021-03-14 00:52:58,2021-03-14 00:52:59,0.345s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:52:59,2021-03-14 00:52:59,0.415s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 89.0.4389.82,,,2021-03-14 00:52:59,2021-03-14 00:53:00,1.225s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 89.0.4389.82,,,2021-03-14 00:53:00,2021-03-14 00:53:01,0.477s,PASSED
closeBrowser(),Chrome 89.0.4389.82,,,2021-03-14 00:53:01,2021-03-14 00:53:01,0.139s,PASSED
,,,,,,,
Test Cases/Owner/Add Announcement,Chrome 89.0.4389.82,,,2021-03-14 00:53:01,2021-03-14 00:53:45,43.835s,FAILED
"openBrowser("""")",Chrome 89.0.4389.82,,,2021-03-14 00:53:01,2021-03-14 00:53:02,1.023s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.82,,,2021-03-14 00:53:02,2021-03-14 00:53:07,4.374s,PASSED
