Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tenant with Property,Chrome 89.0.4389.114,,,2021-04-13 20:41:05,2021-04-13 20:43:44,2m - 38.961s,PASSED
,,,,,,,
Test Cases/Sign in,Chrome 89.0.4389.114,,,2021-04-13 20:41:06,2021-04-13 20:41:20,13.696s,PASSED
"openBrowser("""")",Chrome 89.0.4389.114,,,2021-04-13 20:41:06,2021-04-13 20:41:08,2.161s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.114,,,2021-04-13 20:41:08,2021-04-13 20:41:16,7.275s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:16,2021-04-13 20:41:17,1.187s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test123@radford.edu"")",Chrome 89.0.4389.114,,,2021-04-13 20:41:17,2021-04-13 20:41:18,1.015s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.114,,,2021-04-13 20:41:18,2021-04-13 20:41:18,0.460s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:18,2021-04-13 20:41:19,0.312s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""), 0)",Chrome 89.0.4389.114,,,2021-04-13 20:41:19,2021-04-13 20:41:20,0.898s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-04-13 20:41:20,2021-04-13 20:41:20,0.117s,PASSED
,,,,,,,
Test Cases/Tenant/View Tenant Portal (Renting),Chrome 89.0.4389.114,,,2021-04-13 20:41:20,2021-04-13 20:41:34,14.266s,PASSED
"openBrowser("""")",Chrome 89.0.4389.114,,,2021-04-13 20:41:20,2021-04-13 20:41:21,1.015s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.114,,,2021-04-13 20:41:21,2021-04-13 20:41:27,5.737s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:27,2021-04-13 20:41:28,1.109s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 89.0.4389.114,,,2021-04-13 20:41:28,2021-04-13 20:41:29,0.876s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.114,,,2021-04-13 20:41:29,2021-04-13 20:41:29,0.534s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:29,2021-04-13 20:41:29,0.316s,PASSED
"click(findTestObject(""Page_Home/a_Portal""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:29,2021-04-13 20:41:31,1.423s,PASSED
"click(findTestObject(""Page_Home/a_Portal""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:31,2021-04-13 20:41:32,0.915s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Pay Rent""), 0)",Chrome 89.0.4389.114,,,2021-04-13 20:41:32,2021-04-13 20:41:33,0.901s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Announcements""), 0)",Chrome 89.0.4389.114,,,2021-04-13 20:41:33,2021-04-13 20:41:33,0.495s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Request Maintenance""), 0)",Chrome 89.0.4389.114,,,2021-04-13 20:41:33,2021-04-13 20:41:33,0.267s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_View Payment History""), 0)",Chrome 89.0.4389.114,,,2021-04-13 20:41:33,2021-04-13 20:41:34,0.369s,PASSED
closeBrowser(),Chrome 89.0.4389.114,,,2021-04-13 20:41:34,2021-04-13 20:41:34,0.111s,PASSED
,,,,,,,
Test Cases/Tenant/Pay Rent,Chrome 89.0.4389.114,,,2021-04-13 20:41:34,2021-04-13 20:41:54,19.711s,PASSED
"openBrowser("""")",Chrome 89.0.4389.114,,,2021-04-13 20:41:34,2021-04-13 20:41:35,0.993s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.114,,,2021-04-13 20:41:35,2021-04-13 20:41:44,9.328s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:44,2021-04-13 20:41:46,1.165s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 89.0.4389.114,,,2021-04-13 20:41:46,2021-04-13 20:41:47,1.040s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.114,,,2021-04-13 20:41:47,2021-04-13 20:41:47,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:47,2021-04-13 20:41:47,0.299s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:47,2021-04-13 20:41:50,2.499s,PASSED
"click(findTestObject(""Page_Tenant Portal/h4_Pay Rent""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:50,2021-04-13 20:41:52,1.925s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Rent""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:52,2021-04-13 20:41:53,0.965s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Online Fees""))",Chrome 89.0.4389.114,,,2021-04-13 20:41:53,2021-04-13 20:41:53,0.313s,PASSED
