Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner2,Chrome 94.0.4606.61,,,2021-10-04 14:34:58,2021-10-04 14:36:21,1m - 22.823s,PASSED
,,,,,,,
Test Cases/Owner/Mark Rent as Paid,Chrome 94.0.4606.61,,,2021-10-04 14:34:58,2021-10-04 14:35:10,11.981s,PASSED
"openBrowser("""")",Chrome 94.0.4606.61,,,2021-10-04 14:34:58,2021-10-04 14:35:00,2.089s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 94.0.4606.61,,,2021-10-04 14:35:00,2021-10-04 14:35:02,1.640s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:02,2021-10-04 14:35:03,1.245s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 94.0.4606.61,,,2021-10-04 14:35:03,2021-10-04 14:35:04,0.913s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 94.0.4606.61,,,2021-10-04 14:35:04,2021-10-04 14:35:05,0.445s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:05,2021-10-04 14:35:05,0.315s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:05,2021-10-04 14:35:07,1.497s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Mark Rent as Paid""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:07,2021-10-04 14:35:08,1.712s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/input_Mark Rent as Paid_fees""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:08,2021-10-04 14:35:09,0.808s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/input_Mark Rent as Paid_fees""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:09,2021-10-04 14:35:10,0.478s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/button_Mark Rent as Paid""))",Chrome 94.0.4606.61,,,2021-10-04 14:35:10,2021-10-04 14:35:10,0.438s,PASSED
closeBrowser(),Chrome 94.0.4606.61,,,2021-10-04 14:35:10,2021-10-04 14:35:10,0.136s,PASSED
,,,,,,,
Test Cases/Owner/Owner Portal,Chrome 94.0.4606.61,,,2021-10-04 14:35:10,2021-10-04 14:35:17,7.079s,PASSED
"openBrowser("""")",Chrome 94.0.4606.61,,,2021-10-04 14:35:10,2021-10-04 14:35:11,0.959s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 94.0.4606.61,,,2021-10-04 14:35:11,2021-10-04 14:35:13,1.509s,PASSED
