Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner2,Chrome 92.0.4515.159,,,2021-09-06 13:37:02,2021-09-06 13:39:00,1m - 57.409s,PASSED
,,,,,,,
Test Cases/Owner/Mark Rent as Paid,Chrome 92.0.4515.159,,,2021-09-06 13:37:03,2021-09-06 13:37:25,22.303s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-06 13:37:03,2021-09-06 13:37:05,1.915s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:05,2021-09-06 13:37:16,11.569s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:16,2021-09-06 13:37:17,0.643s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:17,2021-09-06 13:37:18,0.863s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-09-06 13:37:18,2021-09-06 13:37:18,0.368s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:18,2021-09-06 13:37:19,0.419s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:19,2021-09-06 13:37:20,1.439s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Mark Rent as Paid""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:20,2021-09-06 13:37:23,2.841s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/input_Mark Rent as Paid_fees""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:23,2021-09-06 13:37:24,1.126s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/input_Mark Rent as Paid_fees""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:24,2021-09-06 13:37:24,0.390s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/button_Mark Rent as Paid""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:24,2021-09-06 13:37:25,0.306s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-09-06 13:37:25,2021-09-06 13:37:25,0.114s,PASSED
,,,,,,,
Test Cases/Owner/Owner Portal,Chrome 92.0.4515.159,,,2021-09-06 13:37:25,2021-09-06 13:37:33,8.204s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-06 13:37:25,2021-09-06 13:37:26,0.816s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:26,2021-09-06 13:37:27,1.578s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:27,2021-09-06 13:37:30,2.103s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:30,2021-09-06 13:37:30,0.815s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-09-06 13:37:30,2021-09-06 13:37:31,0.428s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:31,2021-09-06 13:37:31,0.505s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:31,2021-09-06 13:37:33,1.322s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:33,2021-09-06 13:37:33,0.381s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-09-06 13:37:33,2021-09-06 13:37:33,0.102s,PASSED
,,,,,,,
Test Cases/Owner/Rent log,Chrome 92.0.4515.159,,,2021-09-06 13:37:33,2021-09-06 13:37:44,11.005s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-06 13:37:33,2021-09-06 13:37:34,0.791s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:34,2021-09-06 13:37:36,1.598s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:36,2021-09-06 13:37:37,1.509s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:37,2021-09-06 13:37:38,0.808s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-09-06 13:37:38,2021-09-06 13:37:38,0.523s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.159,,,2021-09-06 13:37:38,2021-09-06 13:37:39,0.285s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:39,2021-09-06 13:37:40,1.489s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Rent Log""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:40,2021-09-06 13:37:42,1.994s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/div_Payment History""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:42,2021-09-06 13:37:43,0.580s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/h2_nstoryradford.edu""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:43,2021-09-06 13:37:43,0.515s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/div_nstoryradford.eduThu Mar 18 2021Method _7d05a2""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:43,2021-09-06 13:37:44,0.303s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/button_Thu Mar 18 2021""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:44,2021-09-06 13:37:44,0.294s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-09-06 13:37:44,2021-09-06 13:37:44,0.162s,PASSED
,,,,,,,
Test Cases/Owner/Testing Delete (but not removing),Chrome 92.0.4515.159,,,2021-09-06 13:37:44,2021-09-06 13:38:03,18.812s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-06 13:37:44,2021-09-06 13:37:45,0.842s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:45,2021-09-06 13:37:56,10.430s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:56,2021-09-06 13:37:56,0.447s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.159,,,2021-09-06 13:37:56,2021-09-06 13:37:57,0.859s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.159,,,2021-09-06 13:37:57,2021-09-06 13:37:57,0.430s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:57,2021-09-06 13:37:58,0.314s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:58,2021-09-06 13:37:59,1.230s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:59,2021-09-06 13:37:59,0.482s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Delete a Listing""))",Chrome 92.0.4515.159,,,2021-09-06 13:37:59,2021-09-06 13:38:01,2.044s,PASSED
"click(findTestObject(""Object Repository/Page_Delete Listings/div_image container test""))",Chrome 92.0.4515.159,,,2021-09-06 13:38:01,2021-09-06 13:38:03,1.418s,PASSED
closeBrowser(),Chrome 92.0.4515.159,,,2021-09-06 13:38:03,2021-09-06 13:38:03,0.123s,PASSED
,,,,,,,
Test Cases/Owner/Update Listing,Chrome 92.0.4515.159,,,2021-09-06 13:38:03,2021-09-06 13:38:22,19.575s,PASSED
"openBrowser("""")",Chrome 92.0.4515.159,,,2021-09-06 13:38:03,2021-09-06 13:38:04,0.902s,PASSED
