Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OwnerAddView,Chrome 92.0.4515.131,,,2021-08-04 19:13:07,2021-08-04 19:14:38,1m - 30.951s,FAILED
,,,,,,,
Test Cases/Owner/Add Announcement,Chrome 92.0.4515.131,,,2021-08-04 19:13:08,2021-08-04 19:13:33,24.951s,FAILED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-04 19:13:08,2021-08-04 19:13:12,3.543s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:12,2021-08-04 19:13:14,2.306s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:14,2021-08-04 19:13:16,1.935s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:16,2021-08-04 19:13:17,0.791s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.131,,,2021-08-04 19:13:17,2021-08-04 19:13:17,0.617s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.131,,,2021-08-04 19:13:17,2021-08-04 19:13:18,0.320s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:18,2021-08-04 19:13:19,1.240s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:19,2021-08-04 19:13:19,0.544s,PASSED
"click(findTestObject(""Page_Owner Portal/h4_Add an Announcement""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:19,2021-08-04 19:13:21,1.372s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Announcement/input_Add an Announcement_title""), ""Katalon Test"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:21,2021-08-04 19:13:22,1.267s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Announcement/textarea_Add an Announcement_announcement""), ""Hello this is a Katalon test"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:22,2021-08-04 19:13:23,0.815s,PASSED
"click(findTestObject(""Object Repository/Page_Add Announcement/button_Add Announcement""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:23,2021-08-04 19:13:23,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/button_Katalon Test""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:23,2021-08-04 19:13:33,9.284s,FAILED
,,,,,,,
Test Cases/Owner/Add Fees,Chrome 92.0.4515.131,,,2021-08-04 19:13:33,2021-08-04 19:13:42,9.700s,PASSED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-04 19:13:33,2021-08-04 19:13:34,1.228s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:34,2021-08-04 19:13:36,1.513s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:36,2021-08-04 19:13:37,1.163s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:37,2021-08-04 19:13:38,0.861s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.131,,,2021-08-04 19:13:38,2021-08-04 19:13:38,0.350s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.131,,,2021-08-04 19:13:38,2021-08-04 19:13:39,0.521s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:39,2021-08-04 19:13:40,1.313s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Add Fees""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:40,2021-08-04 19:13:41,1.269s,PASSED
"click(findTestObject(""Object Repository/Page_Add Additional Fees/button_Add Fee""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:41,2021-08-04 19:13:42,1.060s,PASSED
closeBrowser(),Chrome 92.0.4515.131,,,2021-08-04 19:13:42,2021-08-04 19:13:42,0.134s,PASSED
,,,,,,,
Test Cases/Owner/Add listing,Chrome 92.0.4515.131,,,2021-08-04 19:13:42,2021-08-04 19:14:04,21.633s,PASSED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-04 19:13:43,2021-08-04 19:13:44,1.208s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:44,2021-08-04 19:13:46,1.737s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:46,2021-08-04 19:13:47,1.086s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:47,2021-08-04 19:13:48,0.928s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 92.0.4515.131,,,2021-08-04 19:13:48,2021-08-04 19:13:48,0.436s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:48,2021-08-04 19:13:48,0.314s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Email Password Sign-In Remember meForgo_94f557""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:48,2021-08-04 19:13:49,0.629s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.131,,,2021-08-04 19:13:49,2021-08-04 19:13:50,0.433s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:50,2021-08-04 19:13:50,0.294s,PASSED
closeBrowser(),Chrome 92.0.4515.131,,,2021-08-04 19:13:50,2021-08-04 19:13:50,0.149s,PASSED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-04 19:13:50,2021-08-04 19:13:51,1.080s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:51,2021-08-04 19:13:52,1.388s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:52,2021-08-04 19:13:54,1.188s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:54,2021-08-04 19:13:55,0.969s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.131,,,2021-08-04 19:13:55,2021-08-04 19:13:55,0.452s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.131,,,2021-08-04 19:13:55,2021-08-04 19:13:55,0.301s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:55,2021-08-04 19:13:57,1.338s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Add a Listing""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:57,2021-08-04 19:13:58,1.297s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Listing/input_Add a Listing_address""), ""Katalon Test"")",Chrome 92.0.4515.131,,,2021-08-04 19:13:58,2021-08-04 19:13:59,1.222s,PASSED
"click(findTestObject(""Object Repository/Page_Add Listing/input_Add a Listing_type""))",Chrome 92.0.4515.131,,,2021-08-04 19:13:59,2021-08-04 19:14:00,0.328s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Listing/input_Apartment_rent""), ""500"")",Chrome 92.0.4515.131,,,2021-08-04 19:14:00,2021-08-04 19:14:00,0.569s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Listing/input_Apartment_bedrooms""), ""4"")",Chrome 92.0.4515.131,,,2021-08-04 19:14:00,2021-08-04 19:14:01,0.645s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Listing/input_Apartment_damage""), ""300"")",Chrome 92.0.4515.131,,,2021-08-04 19:14:01,2021-08-04 19:14:01,0.663s,PASSED
