Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner,Chrome 92.0.4515.107,,,2021-07-29 14:35:20,2021-07-29 14:41:02,5m - 42.814s,FAILED
,,,,,,,
Test Cases/Owner/Owner Portal,Chrome 92.0.4515.107,,,2021-07-29 14:35:20,2021-07-29 14:35:29,9.297s,PASSED
"openBrowser("""")",Chrome 92.0.4515.107,,,2021-07-29 14:35:20,2021-07-29 14:35:23,2.279s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:23,2021-07-29 14:35:25,1.996s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:25,2021-07-29 14:35:25,0.731s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:25,2021-07-29 14:35:26,0.947s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.107,,,2021-07-29 14:35:26,2021-07-29 14:35:27,0.467s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:27,2021-07-29 14:35:27,0.424s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:27,2021-07-29 14:35:29,1.526s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:29,2021-07-29 14:35:29,0.467s,PASSED
closeBrowser(),Chrome 92.0.4515.107,,,2021-07-29 14:35:29,2021-07-29 14:35:29,0.127s,PASSED
,,,,,,,
Test Cases/Owner/Add Announcement,Chrome 92.0.4515.107,,,2021-07-29 14:35:29,2021-07-29 14:35:49,19.664s,PASSED
"openBrowser("""")",Chrome 92.0.4515.107,,,2021-07-29 14:35:30,2021-07-29 14:35:31,1.040s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:31,2021-07-29 14:35:32,1.404s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:32,2021-07-29 14:35:33,1.418s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:33,2021-07-29 14:35:35,1.113s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.107,,,2021-07-29 14:35:35,2021-07-29 14:35:35,0.428s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.107,,,2021-07-29 14:35:35,2021-07-29 14:35:35,0.294s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:35,2021-07-29 14:35:37,1.307s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:37,2021-07-29 14:35:37,0.672s,PASSED
"click(findTestObject(""Page_Owner Portal/h4_Add an Announcement""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:37,2021-07-29 14:35:38,1.168s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Announcement/input_Add an Announcement_title""), ""Katalon Test"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:38,2021-07-29 14:35:39,0.975s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Announcement/textarea_Add an Announcement_announcement""), ""Hello this is a Katalon test"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:39,2021-07-29 14:35:40,0.555s,PASSED
"click(findTestObject(""Object Repository/Page_Add Announcement/button_Add Announcement""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:40,2021-07-29 14:35:40,0.309s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/button_Katalon Test""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:40,2021-07-29 14:35:48,7.715s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/p_Hello this is a Katalon test""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:48,2021-07-29 14:35:48,0.307s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/p_Hello this is a Katalon test""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:48,2021-07-29 14:35:49,0.273s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/p_Hello this is a Katalon test""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:49,2021-07-29 14:35:49,0.271s,PASSED
closeBrowser(),Chrome 92.0.4515.107,,,2021-07-29 14:35:49,2021-07-29 14:35:49,0.117s,PASSED
,,,,,,,
Test Cases/Owner/Edit Announcement,Chrome 92.0.4515.107,,,2021-07-29 14:35:49,2021-07-29 14:36:01,12.471s,PASSED
"openBrowser("""")",Chrome 92.0.4515.107,,,2021-07-29 14:35:49,2021-07-29 14:35:50,0.998s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:50,2021-07-29 14:35:52,1.296s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:52,2021-07-29 14:35:53,1.235s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:53,2021-07-29 14:35:54,0.812s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.107,,,2021-07-29 14:35:54,2021-07-29 14:35:54,0.530s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.107,,,2021-07-29 14:35:54,2021-07-29 14:35:54,0.273s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:54,2021-07-29 14:35:56,1.406s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:56,2021-07-29 14:35:56,0.465s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Update an Announcement""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:56,2021-07-29 14:35:57,0.900s,PASSED
"click(findTestObject(""Page_Update Announcements/topAnnouncement""))",Chrome 92.0.4515.107,,,2021-07-29 14:35:57,2021-07-29 14:35:59,1.476s,PASSED
"setText(findTestObject(""Object Repository/Page_Update Announcement/textarea_Update an Announcement_announcement""), ""test, this is an updating Katalon test"")",Chrome 92.0.4515.107,,,2021-07-29 14:35:59,2021-07-29 14:36:00,1.118s,PASSED
"click(findTestObject(""Object Repository/Page_Update Announcement/button_Update Announcement""))",Chrome 92.0.4515.107,,,2021-07-29 14:36:00,2021-07-29 14:36:00,0.528s,PASSED
"click(findTestObject(""Page_Announcements/button_Katalon Test""))",Chrome 92.0.4515.107,,,2021-07-29 14:36:00,2021-07-29 14:36:01,1.001s,PASSED
closeBrowser(),Chrome 92.0.4515.107,,,2021-07-29 14:36:01,2021-07-29 14:36:01,0.124s,PASSED
,,,,,,,
Test Cases/Owner/Delete Announcement,Chrome 92.0.4515.107,,,2021-07-29 14:36:01,2021-07-29 14:36:10,8.949s,PASSED
"openBrowser("""")",Chrome 92.0.4515.107,,,2021-07-29 14:36:02,2021-07-29 14:36:03,0.868s,PASSED
