Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner,Chrome 89.0.4389.82,,,2021-03-14 00:57:22,2021-03-14 01:01:24,4m - 1.707s,FAILED
,,,,,,,
Test Cases/Owner/Owner Portal,Chrome 89.0.4389.82,,,2021-03-14 00:57:23,2021-03-14 00:57:33,10.369s,PASSED
"openBrowser("""")",Chrome 89.0.4389.82,,,2021-03-14 00:57:23,2021-03-14 00:57:25,2.155s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.82,,,2021-03-14 00:57:25,2021-03-14 00:57:29,3.387s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:29,2021-03-14 00:57:30,1.116s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 89.0.4389.82,,,2021-03-14 00:57:30,2021-03-14 00:57:31,0.903s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.82,,,2021-03-14 00:57:31,2021-03-14 00:57:31,0.453s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:31,2021-03-14 00:57:32,0.415s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:32,2021-03-14 00:57:32,0.817s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:32,2021-03-14 00:57:33,0.676s,PASSED
closeBrowser(),Chrome 89.0.4389.82,,,2021-03-14 00:57:33,2021-03-14 00:57:33,0.147s,PASSED
,,,,,,,
Test Cases/Owner/Add Announcement,Chrome 89.0.4389.82,,,2021-03-14 00:57:33,2021-03-14 00:57:58,24.429s,PASSED
"openBrowser("""")",Chrome 89.0.4389.82,,,2021-03-14 00:57:33,2021-03-14 00:57:34,0.993s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.82,,,2021-03-14 00:57:34,2021-03-14 00:57:45,10.943s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:45,2021-03-14 00:57:48,2.330s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 89.0.4389.82,,,2021-03-14 00:57:48,2021-03-14 00:57:49,0.814s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.82,,,2021-03-14 00:57:49,2021-03-14 00:57:49,0.430s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 89.0.4389.82,,,2021-03-14 00:57:49,2021-03-14 00:57:49,0.397s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:49,2021-03-14 00:57:50,0.921s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:50,2021-03-14 00:57:52,1.738s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Add an Announcement""))",Chrome 89.0.4389.82,,,2021-03-14 00:57:52,2021-03-14 00:57:53,1.385s,PASSED
