Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tenant without Property,Chrome 89.0.4389.82,,,2021-03-14 00:39:28,2021-03-14 00:40:26,57.867s,PASSED
,,,,,,,
Test Cases/Sign in,Chrome 89.0.4389.82,,,2021-03-14 00:39:28,2021-03-14 00:39:54,25.889s,PASSED
"openBrowser("""")",Chrome 89.0.4389.82,,,2021-03-14 00:39:29,2021-03-14 00:39:31,1.957s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.82,,,2021-03-14 00:39:31,2021-03-14 00:39:49,18.026s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:39:49,2021-03-14 00:39:50,1.490s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test123@radford.edu"")",Chrome 89.0.4389.82,,,2021-03-14 00:39:50,2021-03-14 00:39:51,0.906s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 89.0.4389.82,,,2021-03-14 00:39:51,2021-03-14 00:39:51,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 89.0.4389.82,,,2021-03-14 00:39:51,2021-03-14 00:39:52,0.306s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""), 0)",Chrome 89.0.4389.82,,,2021-03-14 00:39:52,2021-03-14 00:39:54,2.438s,PASSED
closeBrowser(),Chrome 89.0.4389.82,,,2021-03-14 00:39:54,2021-03-14 00:39:54,0.136s,PASSED
,,,,,,,
Test Cases/Tenant/View Tenant Portal (Not Renting),Chrome 89.0.4389.82,,,2021-03-14 00:39:54,2021-03-14 00:40:11,16.822s,PASSED
"openBrowser("""")",Chrome 89.0.4389.82,,,2021-03-14 00:39:54,2021-03-14 00:39:55,0.933s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 89.0.4389.82,,,2021-03-14 00:39:55,2021-03-14 00:40:04,8.584s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""), STOP_ON_FAILURE)",Chrome 89.0.4389.82,,,2021-03-14 00:40:04,2021-03-14 00:40:06,1.927s,PASSED
