Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Unregistered User,Chrome 95.0.4638.54,,,2021-11-01 14:45:33,2021-11-01 14:47:30,1m - 56.754s,FAILED
,,,,,,,
Test Cases/Unregistered user CANNOT sign in,Chrome 95.0.4638.54,,,2021-11-01 14:45:34,2021-11-01 14:45:52,18.236s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-11-01 14:45:34,2021-11-01 14:45:37,3.173s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 95.0.4638.54,,,2021-11-01 14:45:37,2021-11-01 14:45:46,8.733s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 14:45:46,2021-11-01 14:45:47,1.111s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test"")",Chrome 95.0.4638.54,,,2021-11-01 14:45:47,2021-11-01 14:45:48,0.781s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""P9ET2sDE0SE="")",Chrome 95.0.4638.54,,,2021-11-01 14:45:48,2021-11-01 14:45:48,0.370s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 14:45:48,2021-11-01 14:45:49,0.428s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_The email address is badly formatted""), 0)",Chrome 95.0.4638.54,,,2021-11-01 14:45:49,2021-11-01 14:45:49,0.481s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""YsxTccsmuDoDBwXzvpNmKQ=="")",Chrome 95.0.4638.54,,,2021-11-01 14:45:49,2021-11-01 14:45:49,0.414s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 14:45:49,2021-11-01 14:45:50,0.390s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test@gmail.com"")",Chrome 95.0.4638.54,,,2021-11-01 14:45:50,2021-11-01 14:45:51,0.873s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 14:45:51,2021-11-01 14:45:51,0.288s,PASSED
