Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner2,Chrome 93.0.4577.82,,,2021-09-20 15:44:53,2021-09-20 15:48:11,3m - 18.582s,FAILED
,,,,,,,
Test Cases/Owner/Mark Rent as Paid,Chrome 93.0.4577.82,,,2021-09-20 15:44:53,2021-09-20 15:45:09,16.285s,PASSED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-20 15:44:53,2021-09-20 15:44:55,2.004s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 93.0.4577.82,,,2021-09-20 15:44:55,2021-09-20 15:45:02,6.891s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:02,2021-09-20 15:45:03,0.750s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 93.0.4577.82,,,2021-09-20 15:45:03,2021-09-20 15:45:04,0.971s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 93.0.4577.82,,,2021-09-20 15:45:04,2021-09-20 15:45:04,0.368s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:04,2021-09-20 15:45:05,0.414s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:05,2021-09-20 15:45:06,1.711s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Mark Rent as Paid""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:06,2021-09-20 15:45:07,0.986s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/input_Mark Rent as Paid_fees""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:07,2021-09-20 15:45:08,0.567s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/input_Mark Rent as Paid_fees""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:08,2021-09-20 15:45:09,0.924s,PASSED
"click(findTestObject(""Object Repository/Page_Mark Rent as Paid/button_Mark Rent as Paid""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:09,2021-09-20 15:45:09,0.311s,PASSED
closeBrowser(),Chrome 93.0.4577.82,,,2021-09-20 15:45:09,2021-09-20 15:45:09,0.110s,PASSED
,,,,,,,
Test Cases/Owner/Owner Portal,Chrome 93.0.4577.82,,,2021-09-20 15:45:09,2021-09-20 15:45:19,10.133s,PASSED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-20 15:45:09,2021-09-20 15:45:10,0.984s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 93.0.4577.82,,,2021-09-20 15:45:10,2021-09-20 15:45:15,4.828s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:15,2021-09-20 15:45:16,0.456s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 93.0.4577.82,,,2021-09-20 15:45:16,2021-09-20 15:45:16,0.832s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 93.0.4577.82,,,2021-09-20 15:45:16,2021-09-20 15:45:17,0.339s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:17,2021-09-20 15:45:17,0.315s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:17,2021-09-20 15:45:19,1.622s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:19,2021-09-20 15:45:19,0.477s,PASSED
closeBrowser(),Chrome 93.0.4577.82,,,2021-09-20 15:45:19,2021-09-20 15:45:19,0.109s,PASSED
,,,,,,,
Test Cases/Owner/Rent log,Chrome 93.0.4577.82,,,2021-09-20 15:45:19,2021-09-20 15:46:19,59.383s,FAILED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-20 15:45:20,2021-09-20 15:45:21,1.016s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 93.0.4577.82,,,2021-09-20 15:45:21,2021-09-20 15:45:30,9.866s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:30,2021-09-20 15:45:32,1.617s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 93.0.4577.82,,,2021-09-20 15:45:32,2021-09-20 15:45:36,3.873s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 93.0.4577.82,,,2021-09-20 15:45:36,2021-09-20 15:45:38,2.066s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 93.0.4577.82,,,2021-09-20 15:45:38,2021-09-20 15:45:40,1.941s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:40,2021-09-20 15:45:44,4.318s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Rent Log""))",Chrome 93.0.4577.82,,,2021-09-20 15:45:44,2021-09-20 15:46:19,34.520s,FAILED
,,,,,,,
Test Cases/Owner/Testing Delete (but not removing),Chrome 93.0.4577.82,,,2021-09-20 15:46:19,2021-09-20 15:46:46,27.378s,PASSED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-20 15:46:19,2021-09-20 15:46:20,1.198s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 93.0.4577.82,,,2021-09-20 15:46:20,2021-09-20 15:46:23,3.254s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:46:23,2021-09-20 15:46:27,3.732s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 93.0.4577.82,,,2021-09-20 15:46:27,2021-09-20 15:46:31,3.796s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 93.0.4577.82,,,2021-09-20 15:46:31,2021-09-20 15:46:33,2.063s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 15:46:33,2021-09-20 15:46:35,1.961s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 93.0.4577.82,,,2021-09-20 15:46:35,2021-09-20 15:46:37,1.935s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 93.0.4577.82,,,2021-09-20 15:46:37,2021-09-20 15:46:41,4.117s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Delete a Listing""))",Chrome 93.0.4577.82,,,2021-09-20 15:46:41,2021-09-20 15:46:43,2.537s,PASSED
"click(findTestObject(""Object Repository/Page_Delete Listings/div_image container test""))",Chrome 93.0.4577.82,,,2021-09-20 15:46:43,2021-09-20 15:46:46,2.498s,PASSED
closeBrowser(),Chrome 93.0.4577.82,,,2021-09-20 15:46:46,2021-09-20 15:46:46,0.136s,PASSED
,,,,,,,
