Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
OwnerListings,Chrome 92.0.4515.131,,,2021-08-04 19:29:18,2021-08-04 19:30:57,1m - 38.247s,FAILED
,,,,,,,
Test Cases/Owner/Activate listing,Chrome 92.0.4515.131,,,2021-08-04 19:29:19,2021-08-04 19:29:34,15.510s,PASSED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-04 19:29:19,2021-08-04 19:29:22,2.683s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-04 19:29:22,2021-08-04 19:29:25,3.490s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:25,2021-08-04 19:29:26,0.891s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.131,,,2021-08-04 19:29:26,2021-08-04 19:29:27,0.927s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 92.0.4515.131,,,2021-08-04 19:29:27,2021-08-04 19:29:27,0.487s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 92.0.4515.131,,,2021-08-04 19:29:27,2021-08-04 19:29:28,0.521s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:28,2021-08-04 19:29:29,1.148s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:29,2021-08-04 19:29:30,0.600s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_ActivateDeactivate a Listing""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:30,2021-08-04 19:29:31,1.270s,PASSED
"click(findTestObject(""Object Repository/Page_ActivateDeactivate Listings/div_Select a Listing to ActivateDeactivate__a64143""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:31,2021-08-04 19:29:33,1.778s,PASSED
"click(findTestObject(""Object Repository/Page_ActivateDeactivate Listing/label_Deactivated""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:33,2021-08-04 19:29:34,0.902s,PASSED
"click(findTestObject(""Object Repository/Page_ActivateDeactivate Listing/label_Activated""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:34,2021-08-04 19:29:34,0.319s,PASSED
closeBrowser(),Chrome 92.0.4515.131,,,2021-08-04 19:29:34,2021-08-04 19:29:34,0.174s,PASSED
,,,,,,,
Test Cases/Owner/Add listing,Chrome 92.0.4515.131,,,2021-08-04 19:29:34,2021-08-04 19:29:59,25.272s,PASSED
"openBrowser("""")",Chrome 92.0.4515.131,,,2021-08-04 19:29:34,2021-08-04 19:29:36,1.241s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 92.0.4515.131,,,2021-08-04 19:29:36,2021-08-04 19:29:39,3.625s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 92.0.4515.131,,,2021-08-04 19:29:39,2021-08-04 19:29:40,1.238s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 92.0.4515.131,,,2021-08-04 19:29:40,2021-08-04 19:29:41,0.967s,PASSED
