Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Tenant with Property,Chrome 91.0.4472.114,,,2021-07-15 14:04:26,2021-07-15 14:07:32,3m - 5.647s,FAILED
,,,,,,,
Test Cases/Sign in,Chrome 91.0.4472.114,,,2021-07-15 14:04:26,2021-07-15 14:04:36,9.197s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:04:27,2021-07-15 14:04:29,2.591s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:04:29,2021-07-15 14:04:31,1.525s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:31,2021-07-15 14:04:33,1.913s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test123@radford.edu"")",Chrome 91.0.4472.114,,,2021-07-15 14:04:33,2021-07-15 14:04:34,0.838s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:04:34,2021-07-15 14:04:34,0.353s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:34,2021-07-15 14:04:34,0.413s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""), 0)",Chrome 91.0.4472.114,,,2021-07-15 14:04:34,2021-07-15 14:04:36,1.208s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:04:36,2021-07-15 14:04:36,0.104s,PASSED
,,,,,,,
Test Cases/Tenant/View Tenant Portal (Renting),Chrome 91.0.4472.114,,,2021-07-15 14:04:36,2021-07-15 14:04:50,13.862s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:04:36,2021-07-15 14:04:37,0.939s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:04:37,2021-07-15 14:04:43,6.397s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:43,2021-07-15 14:04:44,0.435s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:04:44,2021-07-15 14:04:44,0.841s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:04:44,2021-07-15 14:04:45,0.527s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:45,2021-07-15 14:04:45,0.311s,PASSED
"click(findTestObject(""Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:45,2021-07-15 14:04:47,1.408s,PASSED
"click(findTestObject(""Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:47,2021-07-15 14:04:48,1.009s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Pay Rent""), 0)",Chrome 91.0.4472.114,,,2021-07-15 14:04:48,2021-07-15 14:04:48,0.795s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Announcements""), 0)",Chrome 91.0.4472.114,,,2021-07-15 14:04:48,2021-07-15 14:04:49,0.370s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_Request Maintenance""), 0)",Chrome 91.0.4472.114,,,2021-07-15 14:04:49,2021-07-15 14:04:49,0.278s,PASSED
"verifyElementPresent(findTestObject(""Page_Tenant Portal/h4_View Payment History""), 0)",Chrome 91.0.4472.114,,,2021-07-15 14:04:49,2021-07-15 14:04:49,0.269s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:04:49,2021-07-15 14:04:50,0.101s,PASSED
,,,,,,,
Test Cases/Tenant/Pay Rent,Chrome 91.0.4472.114,,,2021-07-15 14:04:50,2021-07-15 14:05:05,15.243s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:04:50,2021-07-15 14:04:51,0.956s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:04:51,2021-07-15 14:04:56,5.760s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:56,2021-07-15 14:04:57,0.448s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:04:57,2021-07-15 14:04:58,0.832s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:04:58,2021-07-15 14:04:58,0.329s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:58,2021-07-15 14:04:58,0.329s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:04:58,2021-07-15 14:05:00,1.528s,PASSED
"click(findTestObject(""Page_Tenant Portal/h4_Pay Rent""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:00,2021-07-15 14:05:03,3.067s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Rent""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:03,2021-07-15 14:05:04,0.774s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Online Fees""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:04,2021-07-15 14:05:04,0.529s,PASSED
"click(findTestObject(""Object Repository/Page_Pay Rent/b_Total""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:04,2021-07-15 14:05:05,0.390s,PASSED
"switchToWindowTitle(""Pay Rent"")",Chrome 91.0.4472.114,,,2021-07-15 14:05:05,2021-07-15 14:05:05,0.022s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:05:05,2021-07-15 14:05:05,0.109s,PASSED
,,,,,,,
Test Cases/Tenant/Tenant View Announcements,Chrome 91.0.4472.114,,,2021-07-15 14:05:05,2021-07-15 14:05:59,53.953s,FAILED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:05:05,2021-07-15 14:05:06,0.883s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:05:06,2021-07-15 14:05:11,5.275s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:11,2021-07-15 14:05:13,2.286s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:05:13,2021-07-15 14:05:17,3.955s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:05:17,2021-07-15 14:05:19,1.951s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:19,2021-07-15 14:05:21,2.026s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:21,2021-07-15 14:05:23,2.042s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:23,2021-07-15 14:05:25,1.908s,PASSED
"click(findTestObject(""Page_Tenant Portal/div_Announcements""))",Chrome 91.0.4472.114,,,2021-07-15 14:05:25,2021-07-15 14:05:59,33.476s,FAILED
,,,,,,,
Test Cases/Tenant/Request Maintenance,Chrome 91.0.4472.114,,,2021-07-15 14:05:59,2021-07-15 14:06:15,16.075s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:05:59,2021-07-15 14:06:00,1.003s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:06:00,2021-07-15 14:06:07,7.421s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:07,2021-07-15 14:06:08,0.449s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:06:08,2021-07-15 14:06:09,0.845s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:06:09,2021-07-15 14:06:09,0.414s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:09,2021-07-15 14:06:09,0.289s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:09,2021-07-15 14:06:11,1.577s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:11,2021-07-15 14:06:12,0.973s,PASSED
"click(findTestObject(""Object Repository/Page_Tenant Portal/h4_Request Maintenance""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:12,2021-07-15 14:06:13,0.745s,PASSED
"click(findTestObject(""Object Repository/Page_Request Maintenance/input_Request Maintenance_isEmergency""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:13,2021-07-15 14:06:13,0.817s,PASSED
"click(findTestObject(""Object Repository/Page_Request Maintenance/input_Emergency_isEmergency""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:13,2021-07-15 14:06:14,0.294s,PASSED
"setText(findTestObject(""Object Repository/Page_Request Maintenance/textarea_Not an Emergency_maintence""), ""Katalon testing "")",Chrome 91.0.4472.114,,,2021-07-15 14:06:14,2021-07-15 14:06:14,0.689s,PASSED
"click(findTestObject(""Object Repository/Page_Request Maintenance/button_Submit""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:14,2021-07-15 14:06:15,0.312s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:06:15,2021-07-15 14:06:15,0.103s,PASSED
,,,,,,,
Test Cases/Tenant/Payment History,Chrome 91.0.4472.114,,,2021-07-15 14:06:15,2021-07-15 14:06:27,12.512s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:06:15,2021-07-15 14:06:16,0.988s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:06:16,2021-07-15 14:06:20,3.948s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:20,2021-07-15 14:06:20,0.451s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:06:20,2021-07-15 14:06:21,0.939s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:06:21,2021-07-15 14:06:22,0.314s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 91.0.4472.114,,,2021-07-15 14:06:22,2021-07-15 14:06:22,0.384s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:22,2021-07-15 14:06:24,1.596s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:24,2021-07-15 14:06:25,0.972s,PASSED
"click(findTestObject(""Object Repository/Page_Tenant Portal/h4_View Payment History""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:25,2021-07-15 14:06:26,1.162s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/h1_Payment History""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:26,2021-07-15 14:06:27,0.800s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/div_Thu Apr 08 2021Method Manually EnteredT_81d260""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:27,2021-07-15 14:06:27,0.293s,PASSED
"click(findTestObject(""Object Repository/Page_Payment History/button_Thu Apr 08 2021""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:27,2021-07-15 14:06:27,0.293s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:06:27,2021-07-15 14:06:27,0.178s,PASSED
,,,,,,,
Test Cases/Tenant/View Payment History,Chrome 91.0.4472.114,,,2021-07-15 14:06:27,2021-07-15 14:07:12,44.946s,FAILED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:06:27,2021-07-15 14:06:28,1.001s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:06:28,2021-07-15 14:06:35,6.424s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:35,2021-07-15 14:06:35,0.434s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:06:35,2021-07-15 14:06:36,0.931s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""PDoKm2HePM0="")",Chrome 91.0.4472.114,,,2021-07-15 14:06:36,2021-07-15 14:06:37,0.312s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 91.0.4472.114,,,2021-07-15 14:06:37,2021-07-15 14:06:37,0.279s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:06:37,2021-07-15 14:06:39,1.744s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:39,2021-07-15 14:06:39,0.291s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:39,2021-07-15 14:06:40,1.082s,PASSED
"click(findTestObject(""Object Repository/Page_Tenant Portal/h4_View Payment History""))",Chrome 91.0.4472.114,,,2021-07-15 14:06:40,2021-07-15 14:07:12,32.261s,FAILED
,,,,,,,
Test Cases/Tenant/View Fees,Chrome 91.0.4472.114,,,2021-07-15 14:07:12,2021-07-15 14:07:22,9.622s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:07:12,2021-07-15 14:07:13,1.021s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:07:13,2021-07-15 14:07:15,1.546s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:15,2021-07-15 14:07:17,1.947s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:07:17,2021-07-15 14:07:18,0.890s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:07:18,2021-07-15 14:07:18,0.313s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:18,2021-07-15 14:07:18,0.391s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:18,2021-07-15 14:07:20,1.482s,PASSED
"click(findTestObject(""Object Repository/Page_Tenant Portal/h4_View Fees""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:20,2021-07-15 14:07:21,1.096s,PASSED
"click(findTestObject(""Object Repository/Page_View Fees/div_View Fees""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:21,2021-07-15 14:07:22,0.702s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:07:22,2021-07-15 14:07:22,0.103s,PASSED
,,,,,,,
Test Cases/Tenant/Tenant View Announcements,Chrome 91.0.4472.114,,,2021-07-15 14:07:22,2021-07-15 14:07:32,9.956s,PASSED
"openBrowser("""")",Chrome 91.0.4472.114,,,2021-07-15 14:07:22,2021-07-15 14:07:23,0.890s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 91.0.4472.114,,,2021-07-15 14:07:23,2021-07-15 14:07:24,1.405s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:24,2021-07-15 14:07:25,1.122s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test321@gmail.com"")",Chrome 91.0.4472.114,,,2021-07-15 14:07:25,2021-07-15 14:07:26,0.894s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 91.0.4472.114,,,2021-07-15 14:07:26,2021-07-15 14:07:27,0.418s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:27,2021-07-15 14:07:27,0.410s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:27,2021-07-15 14:07:29,1.503s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:29,2021-07-15 14:07:30,0.998s,PASSED
"click(findTestObject(""Page_Tenant Portal/div_Announcements""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:30,2021-07-15 14:07:31,1.111s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/button_3""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:31,2021-07-15 14:07:31,0.829s,PASSED
"click(findTestObject(""Object Repository/Page_Announcements/button_3""))",Chrome 91.0.4472.114,,,2021-07-15 14:07:31,2021-07-15 14:07:32,0.272s,PASSED
closeBrowser(),Chrome 91.0.4472.114,,,2021-07-15 14:07:32,2021-07-15 14:07:32,0.099s,PASSED
