Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Unregistered User,Chrome 93.0.4577.82,,,2021-09-20 14:49:24,2021-09-20 14:50:36,1m - 11.543s,FAILED
,,,,,,,
Test Cases/Unregistered user CANNOT sign in,Chrome 93.0.4577.82,,,2021-09-20 14:49:24,2021-09-20 14:49:36,11.242s,PASSED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-20 14:49:25,2021-09-20 14:49:27,2.251s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 93.0.4577.82,,,2021-09-20 14:49:27,2021-09-20 14:49:30,3.198s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 14:49:30,2021-09-20 14:49:31,0.764s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test"")",Chrome 93.0.4577.82,,,2021-09-20 14:49:31,2021-09-20 14:49:32,0.880s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""P9ET2sDE0SE="")",Chrome 93.0.4577.82,,,2021-09-20 14:49:32,2021-09-20 14:49:32,0.380s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 14:49:32,2021-09-20 14:49:33,0.426s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_The email address is badly formatted""), 0)",Chrome 93.0.4577.82,,,2021-09-20 14:49:33,2021-09-20 14:49:33,0.393s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""YsxTccsmuDoDBwXzvpNmKQ=="")",Chrome 93.0.4577.82,,,2021-09-20 14:49:33,2021-09-20 14:49:33,0.334s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 14:49:33,2021-09-20 14:49:34,0.301s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""test@gmail.com"")",Chrome 93.0.4577.82,,,2021-09-20 14:49:34,2021-09-20 14:49:34,0.781s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 93.0.4577.82,,,2021-09-20 14:49:34,2021-09-20 14:49:35,0.407s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Sign-In/div_There is no user record corresponding t_0b1d2f""), 0)",Chrome 93.0.4577.82,,,2021-09-20 14:49:35,2021-09-20 14:49:35,0.684s,PASSED
closeBrowser(),Chrome 93.0.4577.82,,,2021-09-20 14:49:35,2021-09-20 14:49:36,0.119s,PASSED
,,,,,,,
Test Cases/View Listing NOT Signed in,Chrome 93.0.4577.82,,,2021-09-20 14:49:36,2021-09-20 14:49:41,5.027s,PASSED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-20 14:49:36,2021-09-20 14:49:37,1.050s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 93.0.4577.82,,,2021-09-20 14:49:37,2021-09-20 14:49:38,1.520s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Listings""))",Chrome 93.0.4577.82,,,2021-09-20 14:49:38,2021-09-20 14:49:40,1.522s,PASSED
