Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Owner1,Chrome 95.0.4638.54,,,2021-11-01 15:13:03,2021-11-01 15:15:59,2m - 56.207s,PASSED
,,,,,,,
Test Cases/Owner/Activate listing,Chrome 95.0.4638.54,,,2021-11-01 15:13:03,2021-11-01 15:13:36,33.245s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-11-01 15:13:03,2021-11-01 15:13:06,2.305s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:06,2021-11-01 15:13:10,4.421s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:10,2021-11-01 15:13:12,2.216s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:12,2021-11-01 15:13:16,3.876s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-11-01 15:13:16,2021-11-01 15:13:18,1.997s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 95.0.4638.54,,,2021-11-01 15:13:18,2021-11-01 15:13:20,2.022s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Sign-in Successful You will be redirect_b31683""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:20,2021-11-01 15:13:22,2.045s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:22,2021-11-01 15:13:26,4.040s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_ActivateDeactivate a Listing""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:26,2021-11-01 15:13:29,3.080s,PASSED
"click(findTestObject(""Object Repository/Page_ActivateDeactivate Listings/div_Select a Listing to ActivateDeactivate__a64143""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:29,2021-11-01 15:13:33,3.470s,PASSED
"click(findTestObject(""Object Repository/Page_ActivateDeactivate Listing/label_Deactivated""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:33,2021-11-01 15:13:34,1.319s,PASSED
"click(findTestObject(""Object Repository/Page_ActivateDeactivate Listing/label_Activated""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:34,2021-11-01 15:13:36,2.028s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-11-01 15:13:36,2021-11-01 15:13:36,0.127s,PASSED
,,,,,,,
Test Cases/Owner/Add Announcement,Chrome 95.0.4638.54,,,2021-11-01 15:13:36,2021-11-01 15:13:52,15.915s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-11-01 15:13:36,2021-11-01 15:13:37,1.029s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:37,2021-11-01 15:13:45,8.056s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:45,2021-11-01 15:13:46,0.519s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:46,2021-11-01 15:13:47,0.909s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-11-01 15:13:47,2021-11-01 15:13:47,0.416s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:47,2021-11-01 15:13:48,0.390s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:48,2021-11-01 15:13:49,1.244s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Add an Announcement""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:49,2021-11-01 15:13:50,0.842s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Announcement/input_Add an Announcement_title""), ""Katalon test"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:50,2021-11-01 15:13:51,1.168s,PASSED
"setText(findTestObject(""Object Repository/Page_Add Announcement/textarea_Add an Announcement_announcement""), ""Katalon test"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:51,2021-11-01 15:13:52,0.746s,PASSED
"click(findTestObject(""Object Repository/Page_Add Announcement/button_Add Announcement""))",Chrome 95.0.4638.54,,,2021-11-01 15:13:52,2021-11-01 15:13:52,0.302s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-11-01 15:13:52,2021-11-01 15:13:52,0.115s,PASSED
,,,,,,,
Test Cases/Owner/Add Fees,Chrome 95.0.4638.54,,,2021-11-01 15:13:52,2021-11-01 15:14:10,17.759s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-11-01 15:13:52,2021-11-01 15:13:53,0.997s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 95.0.4638.54,,,2021-11-01 15:13:53,2021-11-01 15:14:04,10.603s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:04,2021-11-01 15:14:04,0.527s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 95.0.4638.54,,,2021-11-01 15:14:04,2021-11-01 15:14:05,0.806s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-11-01 15:14:05,2021-11-01 15:14:06,0.323s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 95.0.4638.54,,,2021-11-01 15:14:06,2021-11-01 15:14:06,0.385s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:06,2021-11-01 15:14:08,1.805s,PASSED
"click(findTestObject(""Object Repository/Page_Owner Portal/h4_Add Fees""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:08,2021-11-01 15:14:09,0.933s,PASSED
"click(findTestObject(""Object Repository/Page_Add Additional Fees/button_Add Fee""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:09,2021-11-01 15:14:10,1.111s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-11-01 15:14:10,2021-11-01 15:14:10,0.113s,PASSED
,,,,,,,
Test Cases/Owner/Add listing,Chrome 95.0.4638.54,,,2021-11-01 15:14:10,2021-11-01 15:14:39,28.935s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-11-01 15:14:10,2021-11-01 15:14:11,0.911s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 95.0.4638.54,,,2021-11-01 15:14:11,2021-11-01 15:14:18,7.210s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:18,2021-11-01 15:14:19,0.521s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 95.0.4638.54,,,2021-11-01 15:14:19,2021-11-01 15:14:19,0.785s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""p4y+y39Ir5MSxNs1t5lTZQ=="")",Chrome 95.0.4638.54,,,2021-11-01 15:14:19,2021-11-01 15:14:20,0.415s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:20,2021-11-01 15:14:20,0.493s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/div_Email Password Sign-In Remember meForgo_94f557""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:20,2021-11-01 15:14:21,0.740s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-11-01 15:14:21,2021-11-01 15:14:22,0.407s,PASSED
"click(findTestObject(""Object Repository/Page_Sign-In/button_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:22,2021-11-01 15:14:22,0.278s,PASSED
closeBrowser(),Chrome 95.0.4638.54,,,2021-11-01 15:14:22,2021-11-01 15:14:22,0.112s,PASSED
"openBrowser("""")",Chrome 95.0.4638.54,,,2021-11-01 15:14:22,2021-11-01 15:14:23,0.946s,PASSED
"navigateToUrl(""https://managing-made-easier.web.app/"")",Chrome 95.0.4638.54,,,2021-11-01 15:14:23,2021-11-01 15:14:28,5.091s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Sign-In""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:28,2021-11-01 15:14:28,0.498s,PASSED
"setText(findTestObject(""Object Repository/Page_Sign-In/input__txtEmail""), ""owner@radford.edu"")",Chrome 95.0.4638.54,,,2021-11-01 15:14:28,2021-11-01 15:14:29,0.890s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), ""8SQVv/p9jVScEs4/2CZsLw=="")",Chrome 95.0.4638.54,,,2021-11-01 15:14:29,2021-11-01 15:14:30,0.414s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Sign-In/input__txtPassword""), Keys.chord(ENTER))",Chrome 95.0.4638.54,,,2021-11-01 15:14:30,2021-11-01 15:14:30,0.283s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Portal""))",Chrome 95.0.4638.54,,,2021-11-01 15:14:30,2021-11-01 15:14:32,1.475s,PASSED
